instant,dteday,temp,atemp,hum,windspeed,casual,registered,cnt,atemp_mul_atemp,hum_mul_windspeed,temp_div_atemp,temp_mul_temp,weathersit_div_temp,season_1,season_2,season_3,season_4,yr_0,yr_1,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,holiday_0,holiday_1,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,workingday_0,workingday_1,weathersit_1,weathersit_2,weathersit_3
285,2011-10-12,0.543333,0.517717,0.90625,0.24815,217,2199,2416,0.268030892089,0.22488593750000002,1.049478769289013,0.29521074888899995,5.521475780046491,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
286,2011-10-13,0.589167,0.551804,0.896667,0.141787,290,2623,2913,0.30448765441599995,0.127135723929,1.0677106363853832,0.347117753889,3.3946232562244663,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
287,2011-10-14,0.550833,0.529675,0.71625,0.223883,529,3115,3644,0.280555605625,0.16035619875,1.0399452494454147,0.303416993889,3.630864526998201,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
288,2011-10-15,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,0.24872662562499998,0.12474003063900001,1.015924607749762,0.256711448889,1.9736829120507158,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
289,2011-10-16,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,0.253163947716,0.137102367239,1.0169192732244998,0.261803118889,1.9543961209145793,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
290,2011-10-17,0.5341670000000001,0.510725,0.579583,0.175379,713,3857,4570,0.26084002562499997,0.101646686957,1.0458994566547557,0.28533438388900006,1.8720737147745927,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
291,2011-10-18,0.5325,0.522721,0.701667,0.11008699999999999,637,4111,4748,0.273237243841,0.077244415029,1.018707876668433,0.28355624999999995,3.755868544600939,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
292,2011-10-19,0.5417390000000001,0.513848,0.895217,0.243339,254,2170,2424,0.26403976710399996,0.21784120956300002,1.0542786972022857,0.29348114412100007,5.537722039579944,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
293,2011-10-20,0.475833,0.466525,0.63625,0.422275,471,3724,4195,0.21764557562500003,0.26867246875,1.0199517710733614,0.226417043889,2.101577654345117,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
294,2011-10-21,0.4275,0.42359600000000003,0.574167,0.221396,676,3628,4304,0.17943357121600004,0.127118277132,1.0092163287660882,0.18275624999999998,2.3391812865497075,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
295,2011-10-22,0.4225,0.425492,0.629167,0.09266669999999999,1499,2809,4308,0.18104344206399997,0.058302829638899996,0.9929681404115707,0.17850624999999998,2.366863905325444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
296,2011-10-23,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,0.178365162889,0.073763640625,0.9984230453220563,0.177803058889,2.3715396272414013,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
297,2011-10-24,0.463333,0.457067,0.772083,0.11879200000000001,699,3488,4187,0.208910242489,0.09171728373600001,1.0137091498620552,0.214677468889,2.158274934010744,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
298,2011-10-25,0.471667,0.463375,0.622917,0.166658,695,3992,4687,0.21471639062499998,0.10381410138600002,1.0178947936336662,0.222469758889,2.120139844424138,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
299,2011-10-26,0.484167,0.472846,0.720417,0.148642,404,3490,3894,0.223583339716,0.10708422371399999,1.023942256041079,0.234417683889,4.130806106157586,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
300,2011-10-27,0.47,0.457046,0.812917,0.19776300000000002,240,2419,2659,0.208891046116,0.16076490467100002,1.0283428801477312,0.22089999999999999,4.25531914893617,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
301,2011-10-28,0.330833,0.318812,0.585833,0.229479,456,3291,3747,0.10164109134399998,0.134436371007,1.0377056070662334,0.10945047388899999,6.045346141406692,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
302,2011-10-29,0.25416700000000003,0.227913,0.8825,0.351371,57,570,627,0.051944335569,0.31008490749999995,1.1151930780604882,0.06460086388900002,11.803263208835135,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
303,2011-10-30,0.31916700000000003,0.321329,0.62375,0.176617,885,2446,3331,0.10325232624099999,0.11016485375,0.9932716934979415,0.10186757388900002,3.1331559967039198,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
304,2011-10-31,0.34,0.356063,0.703333,0.10635,362,3307,3669,0.12678085996900001,0.07479946455,0.9548871969286334,0.11560000000000002,2.941176470588235,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
305,2011-11-01,0.400833,0.397088,0.68375,0.135571,410,3658,4068,0.157678879744,0.09269667124999999,1.0094311588363285,0.160667093889,2.4948045694840495,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
306,2011-11-02,0.3775,0.390133,0.71875,0.08209169999999999,370,3816,4186,0.15220375768900002,0.059003409374999996,0.9676187351492952,0.14250625,2.6490066225165565,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
307,2011-11-03,0.408333,0.405921,0.702083,0.136817,318,3656,3974,0.164771858241,0.096056889811,1.0059420429098274,0.166735838889,2.4489815910053805,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
308,2011-11-04,0.403333,0.40339200000000003,0.6225,0.271779,470,3576,4046,0.16272510566400003,0.1691824275,0.9998537402824051,0.162677508889,4.958681784034532,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
309,2011-11-05,0.326667,0.323854,0.519167,0.18906199999999998,1156,2770,3926,0.10488141331599998,0.098154751354,1.0086860128329433,0.10671132888899999,3.061221366100647,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
310,2011-11-06,0.348333,0.362358,0.734583,0.09205419999999999,952,2697,3649,0.131303320164,0.06762145039859999,0.9612951832165979,0.121335878889,2.8708161443216693,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
311,2011-11-07,0.395,0.400871,0.75875,0.057225,373,3662,4035,0.160697558641,0.04341946875,0.9853543908140026,0.15602500000000002,2.531645569620253,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
312,2011-11-08,0.408333,0.412246,0.7216670000000001,0.0690375,376,3829,4205,0.169946764516,0.0498220855125,0.990508094681331,0.166735838889,2.4489815910053805,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
313,2011-11-09,0.4,0.40907899999999997,0.758333,0.06219580000000001,305,3804,4109,0.16734562824099997,0.04716512760140001,0.9778062428039573,0.16000000000000003,2.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
314,2011-11-10,0.38,0.373721,0.813333,0.189067,190,2743,2933,0.13966738584100002,0.153774430311,1.0168013036463028,0.1444,5.2631578947368425,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
315,2011-11-11,0.324167,0.306817,0.44625,0.314675,440,2928,3368,0.094136671489,0.14042371874999998,1.0565483659640762,0.10508424388899999,3.084829732822897,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
316,2011-11-12,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,0.12812247536399998,0.11725268485399999,0.9964379703974388,0.12721134888900001,2.8037356974432734,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
317,2011-11-13,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,0.1853733025,0.129122031093,1.0238834049471606,0.19433373388899997,2.268432717151393,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
318,2011-11-14,0.53,0.524612,0.587083,0.306596,595,3891,4486,0.27521775054399994,0.179997299468,1.0102704474926232,0.28090000000000004,1.8867924528301885,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
319,2011-11-15,0.53,0.507579,0.68875,0.199633,449,3746,4195,0.257636441241,0.13749722875,1.0441724342417633,0.28090000000000004,3.773584905660377,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
320,2011-11-16,0.456667,0.451988,0.93,0.136829,145,1672,1817,0.204293152144,0.12725097000000002,1.0103520447445506,0.208544748889,6.569338270556007,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
321,2011-11-17,0.341667,0.323221,0.575833,0.30536199999999997,139,2914,3053,0.10447181484099999,0.175837516546,1.057069311709326,0.116736338889,5.85365282570456,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
322,2011-11-18,0.274167,0.272721,0.41,0.168533,245,3147,3392,0.074376743841,0.06909852999999999,1.0053021219488047,0.075167543889,3.647411978830421,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
323,2011-11-19,0.329167,0.32448299999999997,0.502083,0.224496,943,2720,3663,0.10528921728899998,0.11271562516799999,1.0144352708770568,0.10835091388899999,3.03797160711736,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
324,2011-11-20,0.463333,0.457058,0.6845829999999999,0.18595,787,2733,3520,0.20890201536400002,0.12729820884999998,1.013729110966223,0.214677468889,4.316549868021488,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
325,2011-11-21,0.4475,0.445062,0.91,0.138054,220,2545,2765,0.198080183844,0.12562914,1.0054778884739655,0.20025625,6.70391061452514,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
326,2011-11-22,0.416667,0.421696,0.9625,0.11879200000000001,69,1538,1607,0.177827516416,0.11433730000000002,0.9880743473971771,0.17361138888900002,7.1999942400046075,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
327,2011-11-23,0.440833,0.430537,0.757917,0.335825,112,2454,2566,0.185362108369,0.25452747652499996,1.0239143209526707,0.19433373388899997,4.536865434302786,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
328,2011-11-24,0.37333299999999997,0.372471,0.549167,0.167304,560,935,1495,0.138734645841,0.091877835768,1.0023142741314088,0.13937752888899999,2.6785738201551967,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
329,2011-11-25,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,0.144910410241,0.06366417125000001,0.9851026214237492,0.140625,2.6666666666666665,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
330,2011-11-26,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,0.14829199756900002,0.046640201473600006,0.9759690667303751,0.141250443889,2.6607562401385723,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
331,2011-11-27,0.459167,0.4558,0.698333,0.208954,810,2261,3071,0.20775364,0.145919473682,1.0073870118473014,0.210834333889,2.177856858180139,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
332,2011-11-28,0.503478,0.490122,0.743043,0.142122,253,3614,3867,0.240219574884,0.105602757246,1.0272503580741121,0.253490096484,1.9861841033769103,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
333,2011-11-29,0.458333,0.451375,0.830833,0.258092,96,2818,2914,0.20373939062500002,0.214431350636,1.015415120465245,0.210069138889,4.363639537192391,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
334,2011-11-30,0.325,0.311221,0.613333,0.271158,188,3425,3613,0.09685851084100001,0.166310149614,1.044274004646216,0.10562500000000001,3.0769230769230766,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
335,2011-12-01,0.3125,0.305554,0.524583,0.220158,182,3545,3727,0.093363246916,0.115491144114,1.0227324793653496,0.09765625,3.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
336,2011-12-02,0.31416700000000003,0.331433,0.625833,0.100754,268,3672,3940,0.10984783348899999,0.063055178082,0.9479050064417244,0.09870090388900002,3.18302049546897,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
337,2011-12-03,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,0.096474844816,0.05870721288610001,0.9631781947431457,0.08950089388900001,3.342614660039376,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
338,2011-12-04,0.330833,0.3491,0.775833,0.08395830000000001,634,2851,3485,0.12187081000000001,0.0651376197639,0.9476740189057575,0.10945047388899999,3.022673070703346,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
339,2011-12-05,0.385833,0.393925,0.827083,0.06220830000000001,233,3578,3811,0.15517690562500003,0.05145142738890001,0.9794580186583739,0.14886710388899999,5.183589791438265,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
340,2011-12-06,0.4625,0.4564,0.949583,0.23258299999999998,126,2468,2594,0.20830095999999998,0.22085686288899997,1.0133654688869413,0.21390625000000002,6.486486486486486,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
341,2011-12-07,0.41,0.400246,0.970417,0.266175,50,655,705,0.160196860516,0.258300744975,1.0243700124423478,0.16809999999999997,7.317073170731708,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
342,2011-12-08,0.265833,0.256938,0.58,0.240058,150,3172,3322,0.066017135844,0.13923364,1.034619246666511,0.070667183889,3.76176020283411,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
343,2011-12-09,0.290833,0.317542,0.695833,0.08271669999999999,261,3359,3620,0.100832921764,0.057557009511099995,0.9158882919424832,0.08458383388900001,3.43839935633164,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
344,2011-12-10,0.275,0.266412,0.5075,0.233221,502,2688,3190,0.07097535374399999,0.11835965749999999,1.032235785174842,0.07562500000000001,3.6363636363636362,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
345,2011-12-11,0.220833,0.253154,0.49,0.0665417,377,2366,2743,0.064086947716,0.032605432999999996,0.8723267260244753,0.048767213889,4.52830872197543,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
346,2011-12-12,0.238333,0.270196,0.670833,0.06345,143,3167,3310,0.073005878416,0.04256435385000001,0.8820744940709707,0.056802618889,4.19581006407002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
347,2011-12-13,0.2825,0.301138,0.59,0.14055,155,3368,3523,0.090684095044,0.0829245,0.9381081099031008,0.07980624999999998,3.5398230088495577,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
348,2011-12-14,0.3175,0.338362,0.66375,0.06095830000000001,178,3562,3740,0.11448884304399999,0.040461071625000004,0.9383441402994427,0.10080625,6.299212598425196,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
349,2011-12-15,0.4225,0.41223699999999996,0.634167,0.268042,181,3528,3709,0.16993934416899997,0.169983391014,1.0248958730050919,0.17850624999999998,4.733727810650888,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
350,2011-12-16,0.375,0.359825,0.500417,0.260575,178,3399,3577,0.12947403062500001,0.130396159775,1.0421732786771347,0.140625,5.333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
351,2011-12-17,0.258333,0.249371,0.560833,0.243167,275,2464,2739,0.06218589564100001,0.136376078111,1.0359384210674054,0.066735938889,7.741945473478031,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
352,2011-12-18,0.238333,0.245579,0.58625,0.16977899999999999,220,2211,2431,0.060309045240999996,0.09953293875,0.9704942197826362,0.056802618889,4.19581006407002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
353,2011-12-19,0.276667,0.280933,0.6375,0.172896,260,3143,3403,0.078923350489,0.11022119999999999,0.9848148846878082,0.076544628889,3.6144534765620766,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
354,2011-12-20,0.385833,0.396454,0.595417,0.06157080000000001,216,3534,3750,0.15717577411599998,0.0366603010236,0.9732100067094795,0.14886710388899999,5.183589791438265,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
355,2011-12-21,0.428333,0.428017,0.858333,0.2214,107,2553,2660,0.18319855228899998,0.1900349262,1.000738288432469,0.183469158889,4.669264334057847,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
356,2011-12-22,0.423333,0.426121,0.7575,0.047275,227,2841,3068,0.18157910664100002,0.0358108125,0.993457257445655,0.179210828889,4.724413168829266,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
357,2011-12-23,0.37333299999999997,0.377513,0.68625,0.274246,163,2046,2209,0.14251606516899998,0.1882013175,0.9889275336213587,0.13937752888899999,2.6785738201551967,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
358,2011-12-24,0.3025,0.299242,0.5425,0.190304,155,856,1011,0.08954577456400001,0.10323992,1.010887509106342,0.09150625,3.3057851239669422,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
359,2011-12-25,0.274783,0.279961,0.681304,0.155091,303,451,754,0.07837816152100001,0.10566411866400001,0.9815045667075056,0.075505697089,3.6392353238737476,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
360,2011-12-26,0.321739,0.315535,0.506957,0.239465,430,887,1317,0.099562336225,0.121398458005,1.0196618441694265,0.103515984121,3.1081093681524465,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
361,2011-12-27,0.325,0.327633,0.7625,0.18845,103,1059,1162,0.10734338268900001,0.143693125,0.9919635689933554,0.10562500000000001,6.153846153846153,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
362,2011-12-28,0.29913,0.279974,0.503913,0.29396100000000003,255,2047,2302,0.078385440676,0.14813076939300002,1.0684206390593411,0.0894787569,3.343028114866446,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
363,2011-12-29,0.248333,0.263892,0.574167,0.11941199999999999,254,2169,2423,0.06963898766400001,0.06856242980399999,0.9410402740515058,0.061669278889,4.026851042753077,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
364,2011-12-30,0.311667,0.318812,0.636667,0.13433699999999998,491,2508,2999,0.10164109134399998,0.08552793477899999,0.9775886729483207,0.09713631888900001,3.2085527181254347,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
365,2011-12-31,0.41,0.414121,0.615833,0.220154,665,1820,2485,0.17149620264100002,0.135578098282,0.9900488021616869,0.16809999999999997,2.4390243902439024,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
366,2012-01-01,0.37,0.375621,0.6925,0.192167,686,1608,2294,0.14109113564099998,0.1330756475,0.9850354479648369,0.1369,2.7027027027027026,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
367,2012-01-02,0.273043,0.252304,0.381304,0.329665,244,1707,1951,0.06365730841599998,0.12570258316,1.0821984590018392,0.07455247984899999,3.6624267972443905,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
368,2012-01-03,0.15,0.126275,0.44125,0.365671,89,2147,2236,0.015945375625,0.16135232875,1.187883587408434,0.0225,6.666666666666667,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
369,2012-01-04,0.1075,0.11933699999999998,0.414583,0.1847,95,2273,2368,0.014241319568999997,0.0765734801,0.9008103102977284,0.011556249999999999,18.6046511627907,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
370,2012-01-05,0.265833,0.278412,0.524167,0.129987,140,3132,3272,0.077513241744,0.06813489582900001,0.9548187578121632,0.070667183889,3.76176020283411,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
371,2012-01-06,0.334167,0.340267,0.542083,0.167908,307,3791,4098,0.11578163128899999,0.091020072364,0.9820729015743519,0.111667583889,2.99251571818881,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
372,2012-01-07,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,0.152708226841,0.092913061586,1.006535663380069,0.154710848889,2.5423750359110473,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
373,2012-01-08,0.3375,0.340258,0.465,0.19154200000000002,599,2826,3425,0.115775506564,0.08906703000000002,0.9918943860247225,0.11390625000000001,2.962962962962963,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
374,2012-01-09,0.224167,0.247479,0.701667,0.0989,106,2270,2376,0.061245855441,0.06939486630000001,0.905802108461728,0.050250843889,8.92191981870659,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
375,2012-01-10,0.308696,0.318826,0.646522,0.187552,173,3425,3598,0.101650018276,0.121256494144,0.9682271834793901,0.09529322041600001,3.2394329696529915,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
376,2012-01-11,0.274167,0.282821,0.8475,0.131221,92,2085,2177,0.079987718041,0.11120979750000001,0.9694011406508003,0.075167543889,7.294823957660842,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
377,2012-01-12,0.3825,0.381938,0.802917,0.18096700000000002,269,3828,4097,0.145876635844,0.145301480739,1.0014714430090748,0.14630625,5.228758169934641,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
378,2012-01-13,0.274167,0.249362,0.5075,0.378108,174,3040,3214,0.062181407044,0.19188981,1.099473857283788,0.075167543889,3.647411978830421,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
379,2012-01-14,0.18,0.183087,0.4575,0.187183,333,2160,2493,0.033520849569,0.0856362225,0.983139163348572,0.0324,5.555555555555555,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
380,2012-01-15,0.166667,0.161625,0.419167,0.251258,284,2027,2311,0.026122640625,0.10531906208599999,1.0311956689868524,0.027777888889000003,5.999988000024,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
